age,job,education,default,housing,loan,duration,campaign
27,unemployed,university.degree,no,yes,yes,538,2
37,services,high.school,no,no,no,88,1
27,blue-collar,unknown,no,no,no,193,2
32,blue-collar,high.school,no,no,no,151,4
72,housemaid,basic.6y,unknown,yes,no,137,1
59,admin.,university.degree,no,yes,no,177,1
30,admin.,university.degree,no,yes,no,202,1
25,blue-collar,basic.9y,no,yes,no,74,1
43,management,high.school,no,yes,yes,304,2
36,admin.,university.degree,no,yes,no,883,1
43,blue-collar,basic.9y,unknown,no,no,141,4
51,services,high.school,unknown,yes,no,85,1
43,services,high.school,no,yes,no,191,4
37,blue-collar,basic.6y,unknown,no,no,199,4
26,blue-collar,basic.4y,no,yes,yes,215,3
41,technician,professional.course,no,yes,no,127,1
35,self-employed,university.degree,no,no,no,1175,2
42,blue-collar,basic.4y,no,yes,yes,738,1
37,services,high.school,no,no,no,98,3
27,admin.,high.school,unknown,yes,no,284,1
27,admin.,high.school,no,no,no,572,1
27,student,unknown,no,yes,no,103,4
32,admin.,high.school,no,yes,no,342,1
36,technician,professional.course,unknown,no,no,1106,1
41,blue-collar,basic.9y,unknown,yes,no,1038,2
49,technician,high.school,no,yes,no,143,1
29,admin.,high.school,no,yes,no,176,2
24,technician,university.degree,no,yes,no,117,4
63,technician,unknown,no,yes,no,510,2
33,admin.,university.degree,no,yes,no,179,3
32,services,unknown,no,no,yes,415,2
44,blue-collar,basic.4y,unknown,no,no,189,2
25,unemployed,university.degree,no,no,no,176,15
40,blue-collar,basic.9y,no,yes,no,954,1
44,blue-collar,basic.9y,unknown,no,no,103,3
44,blue-collar,basic.4y,unknown,yes,yes,310,1
35,admin.,high.school,unknown,no,no,114,1
47,blue-collar,basic.9y,no,no,yes,65,3
41,technician,professional.course,no,yes,no,127,1
45,services,university.degree,unknown,yes,no,317,8
30,technician,professional.course,no,no,no,369,2
54,admin.,university.degree,no,yes,no,326,3
28,technician,university.degree,no,yes,no,115,2
43,blue-collar,basic.9y,no,no,no,458,6
37,technician,professional.course,unknown,yes,no,1134,5
49,entrepreneur,university.degree,no,yes,no,13,2
29,admin.,high.school,no,yes,no,231,2
40,technician,professional.course,no,no,no,279,4
50,unemployed,high.school,no,no,no,373,2
41,blue-collar,basic.9y,unknown,yes,no,513,3
43,management,university.degree,no,yes,no,339,4
42,blue-collar,basic.4y,unknown,no,no,264,1
44,blue-collar,basic.4y,no,no,no,38,8
37,management,university.degree,no,no,no,140,1
57,blue-collar,basic.4y,unknown,no,yes,77,1
37,management,basic.9y,no,no,no,137,1
74,retired,basic.4y,no,no,no,307,1
34,admin.,basic.9y,no,yes,no,63,4
33,blue-collar,high.school,no,no,no,283,1
51,blue-collar,basic.4y,no,yes,no,279,3
37,blue-collar,basic.9y,unknown,yes,no,364,4
30,technician,university.degree,no,no,no,66,2
54,admin.,high.school,no,no,no,639,2
36,admin.,high.school,no,no,no,177,1
37,admin.,university.degree,no,no,yes,173,1
30,technician,university.degree,no,no,no,59,2
40,admin.,high.school,no,no,no,374,1
46,admin.,basic.6y,unknown,yes,no,275,2
36,admin.,high.school,no,yes,no,323,2
24,technician,professional.course,no,yes,no,380,1
34,technician,professional.course,no,yes,no,286,9
32,technician,professional.course,no,yes,no,44,1
31,admin.,basic.9y,no,yes,no,114,2
45,management,university.degree,no,yes,no,26,15
34,unemployed,basic.9y,unknown,yes,no,71,1
49,services,high.school,no,yes,no,158,2
38,entrepreneur,basic.6y,unknown,no,no,517,5
25,blue-collar,basic.9y,no,no,no,201,3
48,services,high.school,unknown,yes,no,397,9
30,admin.,high.school,no,yes,no,443,1
38,admin.,high.school,unknown,no,no,203,1
36,admin.,high.school,no,yes,no,194,2
35,admin.,university.degree,no,yes,no,167,2
37,admin.,high.school,no,yes,no,581,1
59,retired,basic.4y,unknown,no,no,555,1
31,technician,university.degree,no,no,no,983,2
29,admin.,high.school,no,no,no,319,4
33,services,high.school,no,yes,no,486,1
30,blue-collar,basic.9y,no,no,no,53,29
41,blue-collar,basic.9y,unknown,yes,no,421,4
36,blue-collar,unknown,no,no,no,249,4
40,technician,professional.course,no,no,no,168,1
36,services,high.school,no,yes,yes,227,2
55,unemployed,university.degree,no,yes,no,303,2
35,blue-collar,basic.4y,no,yes,no,386,1
40,technician,professional.course,no,yes,no,123,4
42,blue-collar,basic.6y,unknown,yes,no,108,4
41,blue-collar,basic.4y,unknown,unknown,unknown,314,1
23,admin.,high.school,no,yes,no,108,1
44,admin.,university.degree,no,yes,no,18,11
45,management,university.degree,unknown,no,no,208,2
47,services,high.school,no,yes,yes,502,1
38,blue-collar,basic.9y,no,no,no,306,1
31,blue-collar,basic.9y,unknown,yes,no,228,3
44,unknown,unknown,unknown,unknown,unknown,163,1
37,blue-collar,basic.9y,no,yes,no,223,1
60,technician,professional.course,no,no,no,107,2
36,technician,high.school,no,yes,no,205,2
33,management,basic.9y,no,yes,yes,168,1
34,services,university.degree,no,yes,yes,253,1
46,services,unknown,unknown,yes,no,151,5
33,admin.,university.degree,no,no,no,259,2
39,housemaid,basic.4y,no,yes,no,135,2
58,admin.,university.degree,no,no,yes,162,2
53,management,university.degree,no,yes,yes,126,6
56,technician,basic.9y,unknown,no,no,188,14
39,management,university.degree,no,no,no,649,1
28,technician,professional.course,no,yes,no,861,3
29,admin.,university.degree,no,no,no,41,1
33,management,university.degree,no,no,no,66,7
42,management,unknown,unknown,no,no,204,3
50,unemployed,professional.course,no,no,no,74,3
37,blue-collar,basic.6y,unknown,no,no,27,8
37,services,high.school,no,no,no,459,2
49,admin.,basic.4y,no,yes,no,43,3
26,admin.,high.school,no,no,no,226,4
45,technician,university.degree,no,yes,no,115,1
37,technician,professional.course,no,no,no,26,6
30,technician,university.degree,unknown,yes,no,72,3
48,blue-collar,basic.4y,unknown,unknown,unknown,583,1
35,technician,university.degree,no,yes,no,90,3
32,admin.,university.degree,no,yes,no,1366,1
52,retired,basic.9y,no,no,no,239,6
53,blue-collar,basic.4y,no,no,no,238,2
34,self-employed,university.degree,no,no,no,57,1
75,retired,basic.9y,no,no,no,153,2
40,blue-collar,basic.9y,unknown,yes,no,242,3
26,student,high.school,no,no,no,95,3
40,blue-collar,basic.4y,no,yes,no,179,2
38,services,unknown,unknown,yes,no,256,6
43,technician,professional.course,unknown,yes,no,265,1
37,unemployed,professional.course,no,no,no,119,1
40,technician,professional.course,no,yes,no,247,1
50,management,professional.course,no,no,no,162,1
37,technician,professional.course,no,yes,yes,733,5
38,technician,professional.course,no,no,no,479,2
41,blue-collar,basic.9y,no,no,no,14,20
37,admin.,basic.9y,no,yes,no,304,7
37,services,high.school,no,no,yes,96,2
39,blue-collar,basic.4y,no,no,yes,534,1
54,management,university.degree,no,no,no,244,3
55,technician,university.degree,no,no,no,41,3
30,admin.,university.degree,no,yes,no,113,3
85,housemaid,basic.4y,unknown,yes,no,167,1
31,technician,professional.course,no,yes,no,173,1
46,blue-collar,basic.9y,no,yes,no,541,3
39,blue-collar,basic.4y,unknown,no,no,27,16
56,blue-collar,unknown,no,no,yes,117,8
30,admin.,high.school,no,no,yes,838,1
34,admin.,high.school,no,yes,no,359,1
53,entrepreneur,university.degree,no,no,no,304,1
36,management,university.degree,no,no,no,200,4
32,blue-collar,basic.9y,unknown,yes,yes,114,1
41,management,unknown,no,yes,no,588,1
41,self-employed,professional.course,no,yes,no,323,1
57,admin.,basic.6y,no,yes,no,100,1
29,admin.,university.degree,no,yes,no,67,1
35,admin.,university.degree,no,no,no,747,1
20,student,university.degree,no,yes,no,1503,11
55,management,basic.4y,unknown,no,no,594,2
30,technician,professional.course,no,no,yes,156,7
49,services,professional.course,no,yes,no,73,3
56,management,university.degree,no,no,no,350,2
78,retired,professional.course,no,yes,no,591,1
44,technician,professional.course,no,no,no,330,3
41,blue-collar,basic.6y,unknown,no,no,225,1
36,blue-collar,basic.9y,unknown,yes,no,547,3
32,services,high.school,unknown,no,no,1137,3
56,management,basic.4y,unknown,yes,no,197,5
57,management,university.degree,no,no,yes,20,4
27,self-employed,professional.course,no,no,no,162,2
44,services,professional.course,no,no,yes,93,1
20,technician,university.degree,no,no,no,237,5
40,blue-collar,basic.6y,no,no,no,399,2
25,self-employed,university.degree,no,yes,no,373,3
50,blue-collar,basic.9y,unknown,no,no,832,2
32,blue-collar,basic.6y,no,yes,no,133,1
55,housemaid,basic.4y,unknown,yes,no,481,2
40,admin.,basic.9y,no,yes,yes,639,2
46,admin.,university.degree,no,no,no,273,1
33,admin.,high.school,no,no,no,105,4
31,blue-collar,basic.9y,no,no,no,267,4
32,blue-collar,basic.9y,no,no,no,170,1
27,technician,basic.9y,no,yes,yes,906,2
59,admin.,university.degree,no,no,no,259,3
33,admin.,basic.9y,no,yes,no,235,1
45,blue-collar,basic.6y,no,no,yes,92,4
36,services,high.school,no,no,no,105,1
49,admin.,high.school,no,yes,no,169,1
24,admin.,university.degree,no,yes,no,86,1
59,technician,basic.9y,no,yes,no,142,1
36,admin.,university.degree,no,yes,no,197,5
55,blue-collar,basic.4y,unknown,yes,no,164,1
54,blue-collar,basic.9y,unknown,no,no,207,1
47,management,university.degree,no,yes,no,101,1
29,technician,professional.course,no,no,no,125,4
64,housemaid,basic.4y,no,yes,yes,336,5
35,blue-collar,basic.9y,no,no,no,297,2
32,entrepreneur,high.school,no,unknown,unknown,198,1
31,admin.,high.school,no,no,no,294,2
36,admin.,university.degree,unknown,yes,no,136,2
34,blue-collar,basic.4y,no,yes,no,750,7
42,unemployed,unknown,no,yes,no,280,7
31,services,high.school,no,yes,yes,216,1
33,student,high.school,no,no,no,622,2
30,blue-collar,basic.9y,no,no,no,88,2
46,admin.,high.school,no,no,no,504,1
35,blue-collar,unknown,no,yes,no,112,3
33,services,university.degree,no,no,no,200,5
29,admin.,professional.course,no,yes,no,200,1
37,blue-collar,basic.6y,no,no,no,84,5
46,admin.,unknown,unknown,no,no,285,1
53,management,university.degree,unknown,no,no,184,2
23,blue-collar,unknown,unknown,no,no,1473,6
43,management,university.degree,no,no,no,237,2
37,admin.,university.degree,no,yes,yes,211,2
49,blue-collar,basic.9y,no,yes,no,82,1
37,admin.,high.school,no,no,no,147,1
27,technician,university.degree,no,yes,no,90,4
50,admin.,university.degree,no,no,no,237,12
31,admin.,university.degree,no,no,no,85,2
35,admin.,university.degree,no,yes,no,7,1
36,technician,professional.course,no,yes,no,157,4
32,services,basic.9y,no,no,yes,139,1
46,admin.,university.degree,no,yes,no,304,2
40,technician,professional.course,no,no,no,40,9
32,services,professional.course,no,yes,no,297,1
29,admin.,university.degree,no,yes,no,184,3
45,admin.,basic.9y,no,no,no,524,5
30,admin.,high.school,no,yes,no,195,3
49,entrepreneur,university.degree,no,no,yes,281,2
33,services,basic.4y,no,no,no,402,1
55,blue-collar,basic.4y,unknown,yes,no,262,1
37,admin.,university.degree,no,yes,no,93,8
31,student,university.degree,no,no,no,84,1
43,unemployed,professional.course,no,no,no,18,12
30,technician,basic.9y,no,no,yes,536,2
48,technician,professional.course,unknown,yes,no,248,1
32,blue-collar,basic.4y,no,yes,no,460,3
33,admin.,university.degree,no,yes,no,113,1
37,blue-collar,professional.course,no,yes,no,112,3
57,blue-collar,basic.4y,unknown,yes,yes,10,19
41,housemaid,basic.9y,unknown,no,no,141,1
57,housemaid,basic.6y,no,yes,no,51,1
34,housemaid,basic.6y,no,yes,no,300,2
31,student,unknown,no,yes,no,306,2
36,admin.,basic.9y,no,yes,yes,173,1
38,blue-collar,basic.6y,unknown,yes,no,125,1
52,admin.,university.degree,no,yes,no,181,2
51,blue-collar,professional.course,unknown,yes,no,273,1
58,housemaid,basic.4y,no,yes,no,154,2
51,technician,professional.course,no,yes,yes,84,1
54,technician,professional.course,no,no,yes,395,6
26,services,high.school,no,no,no,6,1
27,management,high.school,no,unknown,unknown,155,2
28,blue-collar,high.school,no,yes,no,392,1
47,services,unknown,no,no,no,262,2
36,blue-collar,basic.9y,unknown,yes,no,102,13
53,housemaid,basic.4y,no,unknown,unknown,259,1
53,admin.,university.degree,unknown,yes,no,231,2
39,technician,high.school,no,yes,no,408,3
36,management,university.degree,no,no,no,190,3
26,admin.,university.degree,no,yes,no,154,1
34,services,high.school,no,yes,yes,269,2
36,admin.,university.degree,no,no,no,449,6
34,admin.,university.degree,no,yes,no,174,2
34,technician,university.degree,no,no,no,251,1
42,blue-collar,basic.4y,no,yes,yes,35,1
31,admin.,high.school,no,yes,no,289,8
41,admin.,high.school,no,no,no,466,2
41,admin.,university.degree,no,yes,no,116,2
37,services,high.school,unknown,no,no,106,2
49,admin.,university.degree,no,yes,no,404,6
28,services,high.school,no,no,no,32,2
31,technician,basic.9y,unknown,yes,no,179,9
38,blue-collar,high.school,no,yes,no,263,1
28,admin.,university.degree,no,no,no,317,2
29,blue-collar,basic.9y,no,yes,no,104,2
20,services,high.school,no,yes,no,290,2
49,management,university.degree,unknown,no,no,145,6
45,blue-collar,basic.9y,no,yes,no,773,5
41,blue-collar,basic.9y,unknown,yes,no,512,1
51,technician,professional.course,unknown,yes,no,365,2
32,technician,professional.course,no,yes,yes,234,1
30,self-employed,university.degree,no,yes,no,214,1
43,blue-collar,unknown,no,yes,no,756,3
40,admin.,high.school,unknown,no,yes,326,4
51,admin.,university.degree,no,yes,no,238,2
33,admin.,basic.9y,no,no,no,245,4
42,services,basic.9y,no,no,no,71,1
35,admin.,university.degree,no,no,no,58,1
34,admin.,basic.9y,no,yes,no,152,1
39,blue-collar,basic.4y,no,unknown,unknown,1079,3
44,technician,professional.course,unknown,yes,no,145,1
54,blue-collar,basic.4y,no,no,no,271,2
33,technician,professional.course,no,yes,yes,500,1
46,services,high.school,no,yes,no,652,1
41,services,basic.9y,no,yes,yes,75,1
36,management,university.degree,no,yes,no,638,2
53,blue-collar,basic.4y,no,no,no,233,2
30,blue-collar,unknown,no,no,no,85,2
33,admin.,university.degree,no,no,yes,149,2
50,housemaid,high.school,unknown,yes,no,763,4
36,entrepreneur,university.degree,no,yes,no,239,2
36,unknown,basic.6y,unknown,no,no,1244,3
50,self-employed,university.degree,no,no,no,273,1
44,housemaid,unknown,unknown,yes,yes,234,2
25,admin.,high.school,no,no,no,68,1
86,retired,basic.9y,unknown,no,no,955,1
30,technician,professional.course,no,yes,no,127,2
40,blue-collar,basic.9y,no,yes,no,111,2
41,blue-collar,basic.4y,unknown,yes,no,151,2
36,blue-collar,basic.9y,no,yes,yes,314,2
56,services,high.school,no,no,no,57,3
43,management,university.degree,no,no,no,104,2
41,blue-collar,basic.9y,no,no,no,79,1
38,services,high.school,unknown,no,no,293,6
31,entrepreneur,basic.4y,no,no,no,290,1
32,entrepreneur,basic.6y,no,yes,yes,56,2
56,retired,university.degree,no,no,no,108,2
24,services,high.school,no,no,no,139,1
49,admin.,high.school,no,no,no,57,1
45,self-employed,basic.4y,unknown,unknown,unknown,104,1
37,admin.,high.school,no,yes,no,1035,1
44,admin.,university.degree,unknown,yes,no,641,2
39,technician,university.degree,unknown,yes,no,76,1
34,admin.,high.school,no,no,no,127,1
54,management,university.degree,no,yes,yes,85,1
44,admin.,high.school,unknown,no,no,327,2
37,blue-collar,high.school,no,no,no,79,1
21,blue-collar,basic.9y,no,no,no,154,1
49,management,university.degree,no,no,yes,296,1
45,services,high.school,unknown,yes,no,120,2
37,services,high.school,no,yes,no,52,1
43,services,basic.6y,unknown,yes,yes,76,5
34,unemployed,high.school,no,yes,no,564,2
28,unemployed,high.school,no,no,no,109,1
43,blue-collar,basic.9y,unknown,yes,no,545,1
48,blue-collar,high.school,unknown,no,no,202,4
38,management,university.degree,no,yes,no,182,2
29,technician,university.degree,no,yes,no,58,3
32,blue-collar,basic.9y,no,no,no,41,2
32,blue-collar,basic.9y,no,yes,yes,118,3
44,blue-collar,basic.4y,no,no,yes,59,1
44,entrepreneur,basic.4y,no,unknown,unknown,111,2
43,admin.,high.school,no,no,yes,495,2
34,admin.,university.degree,no,no,no,225,1
55,blue-collar,basic.9y,no,yes,yes,142,3
30,admin.,university.degree,no,no,yes,102,1
50,technician,professional.course,no,yes,no,78,5
54,technician,professional.course,no,no,no,796,1
39,services,basic.9y,unknown,yes,yes,93,2
30,technician,professional.course,no,yes,no,377,1
25,student,university.degree,no,yes,no,92,1
52,services,high.school,no,yes,no,108,2
32,technician,professional.course,no,yes,no,108,1
40,technician,professional.course,no,no,no,113,2
47,admin.,university.degree,no,no,no,143,1
36,management,university.degree,no,no,no,112,1
82,retired,basic.4y,no,yes,no,143,2
38,entrepreneur,basic.9y,no,no,no,104,1
29,admin.,high.school,no,no,yes,21,9
56,admin.,unknown,unknown,yes,no,705,1
45,management,university.degree,no,no,no,221,4
32,technician,high.school,unknown,yes,no,73,6
61,admin.,high.school,no,yes,yes,386,2
30,technician,university.degree,no,yes,no,72,15
29,blue-collar,basic.9y,no,no,no,187,2
58,technician,basic.4y,unknown,yes,yes,269,1
28,blue-collar,basic.9y,no,yes,no,14,2
35,technician,professional.course,no,yes,no,536,3
54,admin.,high.school,no,no,no,84,5
60,blue-collar,basic.4y,no,yes,no,272,2
36,admin.,university.degree,no,no,no,37,2
42,blue-collar,high.school,no,no,no,256,1
46,blue-collar,basic.6y,no,no,no,123,3
36,self-employed,university.degree,no,no,no,346,2
31,admin.,high.school,no,yes,no,91,1
23,services,high.school,no,no,no,650,1
44,blue-collar,basic.6y,no,no,no,133,4
53,blue-collar,basic.4y,no,yes,no,15,2
47,blue-collar,basic.4y,no,yes,no,48,1
28,technician,basic.9y,no,yes,no,225,1
31,services,high.school,unknown,no,no,45,1
50,admin.,high.school,no,yes,no,98,2
36,technician,professional.course,no,no,no,36,2
27,admin.,high.school,no,yes,no,94,1
39,entrepreneur,professional.course,no,yes,no,291,2
40,management,university.degree,no,yes,no,345,2
31,admin.,university.degree,no,no,no,196,1
51,blue-collar,basic.9y,unknown,yes,no,81,1
35,services,high.school,no,no,no,198,1
35,admin.,university.degree,no,yes,no,63,2
48,services,high.school,unknown,no,no,235,2
35,services,high.school,no,yes,no,185,2
38,services,high.school,no,yes,no,1,1
40,admin.,high.school,no,no,no,171,1
48,retired,basic.4y,unknown,no,yes,780,2
33,admin.,high.school,no,yes,no,135,1
39,blue-collar,basic.9y,no,yes,no,249,3
34,services,high.school,unknown,no,no,148,2
61,blue-collar,professional.course,no,yes,no,246,2
34,admin.,high.school,no,yes,yes,56,1
